17,39,23,41,14,34,9,37,5,33
1,41,1,40,1,37,1,32,1,35
20,41,12,40,13,37,29,32,1,35
1,31,1,39,1,36,1,34,1,42
26,31,15,39,16,36,10,34,30,42
1,40,1,31,1,32,1,36,1,38
8,35,4,49,2,53,25,43,21,45
1,38,1,47,1,50,1,44,1,54
19,38,18,47,22,50,11,44,6,54
1,33,1,51,1,52,1,46,1,48
7,33,24,51,27,52,28,46,3,48
1,42,1,49,1,53,1,43,1,45
